《中国石化》,《中国石化》面向石油和石化行业，全国公开发行的经济类、综合性、权威性报刊。为振兴石油、石化工业，建设国家支术产业鼓与呼，为各界朋友提供与中国石化合资、合作、贸易的桥梁，是了解中国石油、石化的窗口。
《中国海事》,"《中国海事》杂志是交通运输部主管，中华人民共和国海事局主办的面向国内外公开发行的综合性技术刊物，其宗旨是着眼促进“航行更安全，海洋更清洁”的目标，大力宣传国家海事政策法规，积极传播国内外海事重要信息，着力弘扬海事先进文化理念，认真探讨水上交通安全监管工作，树立我国海事主管机关在国内外的良好形象，促进海事事业科学发展。
本刊立足海事，服务航运，自2005年公开发行以来，很快成为海事业界颇具影响力的品牌期刊。其发行面覆盖海事、航运、港口、造船、有关科研院所、大专院校，国务院有关部委、地方人民政府、香港特区政府及国外，发行户数和发行量居同类期刊前列。我们将继续努力，以权威的特质、严谨的风格、丰富的内容为您提供一个全新的海事信息平台，与您共同打造海事界的精品期刊。主要栏目：
特别报道： 策划重点选题、权威深度报道 名家访谈： 立足高端人士、畅谈经验观点
专家视点： 解析热点问题、把脉海事发展 海事法苑： 研讨公约法规、明晰政策走向
案例精选： 剖析案例真相、当引前车之鉴 管理研讨： 交流监管经验、探讨管理难点
海事博览： 放眼世界海事、连接历史未来 海事资讯： 关注行业动态、传递海事信息"
《浙江国土资源》,本刊是一本面向国土资源部门、矿山企业、 房地产开发商，以及关心国土资源事业的广大社会公众的全彩综合性期刊。追求权威的工作导向，以高品位的学术理论、昆新的科技信息、浓郁的市场特色、丰富的科普知识和广泛的国际交流为主题，以新颖的编排风格宣传报道当代国土资源及相关领域的重大选题，为国土资源工作提供优秀舆论服务。
《市场周刊·理论版》,《市场周刊》杂志是经国家新闻出版总署批准、由江苏省惠隆资产管理有限公司主管主办的省一级综合类学术期刊。国际标准刊号：ISSN 1008-4428 ；国内统一刊号：CN 32-1514/F。内容上扩大并延伸至有关市场问题的各个方面，反映市场的改革动态，积极探讨金融实务，注意重大理论和实际问题的研究和探讨，为我国市场经济的改革、建设和发展出谋划策，是广大金融机构的职工、高等院校广大师生、经济理论研究人员和经济部门工作者的良师益友。
《中国林业产业》,《中国林业产业》是我国林业系统的机关刊物。它以林业管理者为主读者群，聚焦林业行业新闻热点及关系国计民生、可持续发展的林业和生态环境问题。她以快捷深入的报道，展现绿色文化，倡导文明时尚的生活方式，增强公众环保意识。《中国林业产业》致力于引导和会传播中国林业（生态和产业）建设健康快速协调持续发展的最新的思想、理论、观点、方法、成就与管理经验，帮助管理者们不断更新理念，开阔视野，适应变化，力图办成最具影响力的林业刊物。
《中国石油企业》,《中国石油企业》杂志（原《石油企业管理》）是经国家新闻出版署批准，由中国石油天然气集团公司主管，中国石油企业协会与中国石油企协海洋石油分会主办，辐射中国石油石化系统唯一国内外公开发行国家级石油经济管理类期刊。《中国石油企业》杂志自1984年创刊以来，紧密围绕我国石油石化行业改革、发展、管理所面临的重点、难点、焦点、热点问题进行有深度、有力度的权威报道，受到了各级领导、企业经营管理者以及关注中国石油石化企业管理的国内外广大读者的一致好评。杂志发行量居同行业刊物之首。在美国、英国、新加坡、香港等国家和地区均有影响。
《中国化工贸易》,本刊经中国家新闻出版总署批准，是中国化工贸易界权威的综合性杂志，中央级刊物。拥有良好的政府、专家资源及海内外学术合作关系。
《通信企业管理》,本刊是专业理论刊物。传播邮电企业管理的先进经验，探讨邮电经济体制改革的理论与实践问题。
《中国煤炭工业》,《中国煤炭工业》杂志于1985年创刊，由中国煤炭工业协会主管、主办，是中国煤炭工业协会会刊。创刊30多年来，《中国煤炭工业》杂志始终肩负全煤行业管理和理论导向，紧跟煤炭工业发展前沿，深度解析典型企业成功经验，大力宣传煤炭行业最新科技创新成果，及时发布煤炭行业的政策和权威信息，引领全煤行业科学健康发展，在行业中树立了良好的口碑，被誉为“煤炭行业第一刊”。
《中国农业文摘-农业工程》,"《中国农业文摘·农业工程》是国家新闻出版广电总局首批认定的学术期刊。中国农业大学主办，属国家级农业科学与农业工程类科技期刊。本刊创立于1989年，以双月刊形式在国内外公开发行，是国内唯一一种系统报道国内外农业科学与农业工程科技文献类刊物，在全国期刊评比中多次获奖。本刊的办刊宗旨为聚焦农业学科和农业工程学科领域的理论探索、技术创新、成套技术系统集成和先进实用技术的推广示范，搭建农业学科和农业工程学科的产学研集成信息平台，推进技术创新与成果转化，更好地为""三农""服务。"
《船舶物资与市场》,《船舶物资与市场》杂志是当前国内造船行业、航运业唯一刊载舰船用物资市场和配套产品信息的综合性媒体。报导国内外舰船材料和配套设备方面的政策研究、市场走向、新材料、新设备、生产管理、流通技术等发展趋势以及船舶物资和配套企业的新闻及内容。主要面向修造船厂、船用设备配套企业、海军、航运、渔业等部门，传递物资管理、政策和市场导向，沟通行业间、产销间的信息，提供产品宣传阵地，是从事船舶物资管理、船舶配套产品、材料生产等方面的管理、设计及营销人员的信息窗口，是连结船舶材料供应商、生产厂和用户的纽带。
《冶金经济与管理》,"《冶金经济与管理》的办刊宗旨是面向全国的冶金行业、企业，为行业和企业的改革与发展服务。本刊注重管理理论和模式的探讨与研究，提供与企业发展密切相关的经济政策与法规动态，介绍国内外现代化管理的经验和进展。本刊既是了解21世纪国内外冶金行业发展状况的一个窗口，也是冶金经济管理工作者自己的一块学术园地。
本刊的主要栏目有：本刊特稿、专家论坛、企业家论坛、发展战略、聚焦“一带一路”、绿色制造、智能制造、产业结构调整、技术经济、行业分析、矿产资源研究、科技创新、公司理财、市场营销、人力资源管理、生产管理、借鉴与思考、研究与探讨等。本刊将主要探讨如何建立和完善现代企业制度，探讨冶金行业的可持续发展战略，刊登技术经济领域的理论与实践分析，探讨提高企业市场竞争力的有效途径，探讨和交流全新的管理经验，普及管理知识，研究管理实践中提出的新问题、新方法，为企业深化改革提供经验和信息，为行业和企业领导者提供决策依据。"
《北京财贸职业学院学报》,《北京财贸职业学院学报》（季刊）1985年创刊，由北京市教育委员会主管，北京财贸职业学院主办。主要栏目：习近平文化思想研究、乡村振兴、思政研究、教育教学、理论经纬、高职院校治理现代化等。
《上海农村经济》,《上海农村经济》杂志创刊于1981年，是上海市农业农村委员会主管，上海市农村经济学会主办的全国农经类核心期刊、全国农业优秀期刊，被国家新闻出版局广电总局认定为学术性期刊。
《中国有色金属》,"《中国有色金属》杂志社是在中国有色金属工业协会及有色金属技术经济研究院领导的共同关心和指导下，由《中国有色金属》《世界有色金属》《中国金属通报》三个杂志于2008年2月进行机构整合而成。
目前《中国有色金属》杂志社设有记者部、编辑部、网络媒体部、综合部等业务部门。主要出版经营《中国有色金属》《世界有色金属》《中国金属通报》三本全国公开发行的杂志及有色金属行业专业统计内部资料《有色金属统计》。作为有色行业最早创刊的纸媒，《中国有色金属》杂志于2015年、2017年连续两届获评“中国百强报刊”。
《中国有色金属》杂志社一直以致力于打造行业一流的品牌传媒中心，经过多年的积累和发展，已建立了庞大的行业信息员组织和高水平的行业专家队伍，具有完善的信息采集系统和权威的行业分析系统；读者遍布行业各有色金属企业和研究机构及各级管理部门，有着十分重要的行业影响力和号召力。
近年来，《中国有色金属》杂志社连续举办行业重量级大型活动，如2013年12月27日在北京中华世纪坛成功举办创刊30周年座谈会及“有色三十年有影响力企业领军人物和事件”评选；2015年9月、2019年1月在北京成功举办两届“中国有色金属工业境外资源开发战略功勋企业和人物评选颁奖典礼暨中国有色金属工业境外资源开发风险防范与控制高峰论坛”；2017年4月、2019年5月成功举办两届“全国有色金属行业企业文化建设培训班”、2017年12月成功举办“首届中国有色金属工业年度经济论坛”暨“中国有色金属工业年度经济人物/年度绿色发展领军企业”颁奖典礼等，所举办的大型活动受到国家、行业和企业领导高度重视与好评，被中央和地方各大主流媒体广泛关注与报道。《中国有色金属》杂志社在业界的口碑与品牌影响得到更好塑造与进一步提升。"
《中国粮食经济》,本刊为经济刊物。旨在为粮食主管部门研究和决策粮食问题提供参考。
《中国农民合作社》,"《中国农民合作社》期刊于2009年6月创刊，由农业农村部主管，农业农村部管理干部学院主办，农业农村部人事司、农业农村部农村合作经济指导司指导，是我国第一份关于农民合作社的专门期刊，面向中央农办、国家发改委、财政部、农业农村部、商务部、国家税务总局、国家市场监督管理总局、中国银行保险监督管理委员会等中央和国家机关，农业农村部各司局及直属单位，全国各地部分农民合作社和业务主管部门发行。
  期刊以宣传合作理念、普及合作知识、推广合作社经验、促进合作社发展为办刊方针，注重理论性、实用性、可读性，旨在为全国农民专业合作社建立有效的交流和展示平台，在宣传、服务、引导农民专业合作社发展方面发挥积极作用。栏目包括卷首、简讯、聚焦、风采、人物、论坛、关注、地方、研究、广角、营销、家庭农场等栏目。"
《销售与市场》,《销售与市场》中国最大的营销信息服务集团，中国营销实践与理论的风向标。杂志创刊于1994年，是中国内地第一家大型营销专业期刊。秉承“专业性、实战性、权威性、国际性”的办刊理念，及“反映中国营销主流，引领中国营销潮流，见证并推动中国营销进步”的办刊宗旨，创刊以来，以全球化视野，关注中国市场发展趋势，致力为中国企业指引方向，提供最先进的营销理念与实务方法工具，不断提炼实战案例，坚持执着专业研究，成为中国内地财经领域营销媒体的一面旗帜，被业内誉为“中国营销第一刊”。《销售与市场》三个主刊分别为：管理版，评论版，渠道版。月发行70万册左右（BPA数据）。在国内所有商业、经济类期刊中稳居前列。平均传阅率为5.22人/册。拥有大专、大学以上学历的读者占75.65%。占有大多数的企业读者，覆盖营销高层、销售部与市场部各级主管及一线员工，经济决策力与影响力巨大。
《机械工业标准化与质量》,《机械工业标准化与质量》杂志，是机械行业唯一的在全国公开发行的标准化与质量方面的期刊。
《上海信息化》,《上海信息化》杂志全面反映中国城市信息化建设的新思维、新技术、新的数字生活，集权威性、前瞻性、技术性于一体的信息化读物。特聘国家信息化专家委员会专家任杂志顾问，是政府信息化的窗口，企业信息化的舞台，IT从业人员的讲坛。
《农产品市场》,《农产品市场》紧密跟踪市场热点、快捷传播产销信息，它适时反映价格行情、科学预测农情走势，是农业部五大信息发布窗口之一。
《航天工业管理》,本刊是航天系统内唯一一份公开发行的综合管理类刊物。面向我国航天系统与国防科技工业企事业单位中的各级各类管理人员、军品型号总师、项目经理、工程技术人员以及其他有关单位的管理和研究人员。
《农家之友》,综合性农村刊物。旨在宣传党的农村政策，普及农业科学技术，促进基层干部提高思想和业务素质，为农村脱贫致富和改革发展服务。
《上海对外经贸大学学报》,"本刊创刊于1994年6月，创刊名为《关贸动态与研究》（月刊），1995年随着世界贸易组织（WTO）接任关税与贸易总协定，本刊更名为《世界贸易组织动态与研究》。1999年4月以《世界贸易组织动态与研究》（《上海对外贸易学院学报》）之名（国内统一刊号CN31-1806/F）公开出版发行，2010年起改版扩容为双月刊。随着原主办单位上海对外贸易学院于2013年6月更名升级为上海对外经贸大学，本刊经国家新闻出版总局核准自2014年起更名为《上海对外经贸大学学报》（国内统一刊号CN31-2089/F），同时，本刊在内涵上也从以刊登多边贸易组织（GATT/WTO）为核心内容的专业学报转变为以国际经贸为核心的综合性社科类学报。
《上海对外经贸大学学报》现为国内三大核心期刊检索的来源期刊：南京大学“中文社会科学引文检索（CSSCI含扩展版）”、北京大学“中文核心期刊要目总览”和中国社会科学院“中国人文社会科学核心期刊要览（含扩展版）”。
《上海对外经贸大学学报》长期来一直秉持遵循促进学术争鸣、推动改革开放的办刊理念，坚持“以学术质量为本、服务作者读者为纲”的办刊精神，实行双向匿名审稿、优稿优酬的审录制度，为推进我国多边贸易体制和国际经贸研究事业提供重要的学术窗口和平台。"
《当代农村财经》,"《当代农村财经》杂志，2017年国家新闻出版广电总局认定为学术期刊。该杂志由国家财政部主管，中国农村财经研究会主办，是经济类国家一级财政专业指导性刊物、杂志宣传党和国家关于""三农""工作的法规、政策，宣传财政和涉农部门贯彻落实""三农""工作的部署，探索""三农""工作理论，交流""三农""工作经验，融政策性、指导性、实用性和知识性为一体。"
《中国军转民》,本刊宣传国防科技工业军转民方针政策、成就、经验，报道军转民技术与产品，推动军工技术向民用转移和军民两用技术产业化。
《新农村》,《新农村》于1983年创办，全刊信息多却有条有理，坚持打造交流思想和经验共享的主流平台，创刊多年来受到许多读者的支持和喜爱。《新农村》以浙江大学为依托，着力报道我国东南沿海的农业科技成果和先进生产技术，迅速反映浙、沪等地当代农村的崭新风貌。信息量大，文章实用，是广大读者建设新农村、致富奔小康的好帮手。
《城市公共交通》,本刊是中国土木工程学会；北京公共交通控股（集团）有限公司主办及编辑出版的、公开发行的综合指导性学术期刊。它服务于全国公交企事业单位及市府主管部门、国内大专院校及相关科研院所，它的办刊方针是：推进企业科技进步，促进科技成果转化，广泛开展学术研讨和经验交流，学习与借鉴国外先进管理经验与技术，加快我国城市公共交通事业的现代化进程。
《青岛农业大学学报（社会科学版）》,本刊是反映文科教学科学最新学术研究成果的综合性期刊。办刊宗旨是：以马克思列宁主义毛泽东思想、邓小平理论为指导，坚持党支部的思想路线，贯彻“百家齐放，百家争鸣”的方针，立足本院、面向全省、全国，开拓和加强社会科学各个领域的研究，努力办出自己刊物的特色，为建设有中国特色的社会主议事业服务。
《中国电信业》,《中国电信业》杂志是由中国科学技术协会主管，中国通信学会、人民邮电报社主办，全面展示中国电信业整体风貌的大型的、综合类权威月刊。主读者群是中国电信业界的政府主管部门、电信企业的高层经营管理及技术人员、业界的专家学者。办刊宗旨是：诠释中国电信业政策法规；展示中国电信业整体形象；把握全球电信业发展趋势；透析全球电信业前沿技术。
